Word	OCR variants
computer [3771]	komputer [56]
rid [3769]	rig [2866], rit [3208], wid [2623], ris [3375], fid [1196]
ence [3768]	ance [1303], cnce [155], ency [185], encc [103]
fits [3767]	hits [3094]
academy [3765]	akademy [94]
estimated [3763]	estimates [1930]
cl1 [3762]	cll [2569], clm [393], cls [2374]
DUH [3762]	IUH [61], RUH [146], DUL [309], DVH [57], DUN [134], DUO [62], DUD [433], DGH [58], HUH [140], DNH [60], SUH [123], DUX [82], DYH [80], DSH [100], DUQ [56], DUG [220], DQH [75], DUU [77], DUW [55]
dishes [3762]	fishes [1929]
OLD [3756]	OLA [94], OLU [50]
deux [3754]	yeux [287], peux [157], doux [131], ceux [596], jeux [50], veux [278]
archives [3751]	archived [444]
concludes [3749]	concluded [3405]
sika [3747]	nika [2138], sipa [723], sifa [240], suka [3448], kika [660], sija [499], fika [1330], sike [374], bika [1078], seka [913], tika [2729], siko [621], siki [2064]
hiding [3737]	riding [2320], hiking [134]
failed [3736]	sailed [742]
angeles [3731]	angelos [71]
ats [3731]	bts [188], tts [976], ahs [470], pts [1091], uts [1262], yts [205], jts [608], aqs [440], ets [1888], aws [302], ams [863], ots [1213], lts [1084], axs [239], atb [284], atc [785], aks [1390], mts [564], atl [1975], atj [1089], atk [399], kts [215], atv [220], atw [324], aas [2645], dts [978], atz [416], atx [344]
xun [3731]	xen [930], xin [2186], xon [2124], xdn [118], xuc [78], qun [944], xut [702], xuw [82], xup [211], xuq [107], xur [650], xus [817], xuh [109], xux [437], xuy [211], xud [552], xug [85], xua [574], xub [662], yun [2988], xul [677], xum [510], xuo [161], zun [1012], xui [562], xuj [76], xuk [387]
BD [3730]	BF [1555], BG [1115], BL [870], DD [3725], BO [1994], BH [1727], YD [915], BJ [1321], BT [2611], WD [1373], BR [3665], JD [1319], BX [148], BZ [182], RD [3234], HD [1474], TD [3553], BN [1116], ZD [912], XD [662], BI [2348], GD [1451], KD [1060], OD [2146], BW [640], QD [1119], UD [2271]
jealous [3727]	zealous [312]
motor [3726]	motar [183]
oak [3721]	ock [446]
ngara [3721]	ngapa [717], ngarn [392], ngaya [3062], ngada [870], ngura [786], ngari [730], nyara [371], ngawa [1068], ngaja [456], ngaka [408], ngana [3492], nhara [105], ngaba [558], ngata [1352], ngarr [1100], ngama [561], ngala [1401]
sumerian [3720]	sumcrian [139]
werden [3718]	wurden [373], werdet [56], werken [120], worden [3239]
cultivated [3713]	cultivates [244]
deny [3713]	defy [369]
kola [3712]	gola [887], koha [449], kowa [1080], kole [1886], fola [474], pola [961], kolo [3143], koua [157], mola [1424], cola [1023], koga [474], koli [1585], koya [1328], bola [2383], koka [1017], kooa [63], ksla [92], kora [2736], kolu [654], hola [1192], kota [3638], kofa [394], koza [229]
ngali [3712]	nguli [564], ngaji [267], ngaqi [114], ngaki [218], ngalu [291], ngayi [3013], ngami [220], ngati [447], ngani [2410], ngale [250], ngabi [89], ngapi [416], ngala [1401], ngaci [56]
pictures [3708]	pictured [285]
samoyedic [3702]	samoycdic [90]
verbo [3701]	verbi [895], vorbo [59], vcrbo [189]
bait [3698]	lait [958], bail [2375]
VSO [3688]	VAO [214]
gali [3687]	gasi [693], galu [1129], gayi [742], yali [1475], gili [825], guli [1069], goli [1360], gawi [507], gaji [816], galg [76], gati [855], gabi [1607], geli [502], gani [3080], jali [576], gadi [1348]
DEIC [3680]	DESC [333]
bien [3680]	rien [1014], buen [226]
measures [3676]	measured [3194]
audible [3674]	audibly [535]
stalk [3667]	stack [1605]
refused [3665]	refuses [943]
compiled [3664]	compiler [355]
TB [3662]	TU [2456], WB [1409], TY [893], XB [111], TW [1471], NB [2934], YB [250], ZB [104], TQ [490], PB [2512], TJ [2654], TK [1137], TG [2212], TD [3553], EB [1298], UB [1055], JB [2057], MB [2650]
EVID [3656]	EVIT [163]
lagi [3655]	laki [2483], lavi [359], hagi [251], ladi [564], tagi [2932], pagi [1756], lagu [822], lahi [858], lari [1853], bagi [1641], laga [2802]
WORDS [3654]	WORKS [347]
omu [3650]	umu [3281], opu [565], oju [369], omw [344], ozu [102], ovu [557], ogu [1503], omi [2697], osu [971], odu [1153], nmu [350], imu [2657], olu [2542], ofu [1076], owu [604], ohu [729], obu [2278], otu [2200], oyu [427]
vintr [3648]	vlntr [112]
prob [3647]	prov [1205], prou [119], prot [546], prok [186], proj [416], proh [794], prod [1015]
sleeps [3642]	sweeps [418]
HAVE [3637]	HARE [119], SAVE [62], HATE [78], GAVE [69]
wasp [3635]	rasp [453]
narr [3632]	nasr [700]
yao [3630]	wao [976], zao [478], iao [640], sao [3545], vao [1070], hao [2835], dao [2787], kao [2993], gao [2449], cao [1484], yuo [428], bao [2643], pao [2137]
subdivided [3628]	subdivides [191]
outâ [3626]	outs [313], outt [162], futâ [157], cutâ [1494], ootâ [95], putâ [1188], outl [130]
CVB [3624]	PVB [269], DVB [548]
wati [3624]	waci [358], wato [875], watj [128], wagi [483], wata [2721], wami [548], wasi [2172], weti [502], wayi [1272], wadi [1944], waki [1249], wapi [588], wawi [411], witi [972], waji [805]
banda [3624]	sanda [663], benda [282], barda [880], handa [476], bansa [162], banua [365], manda [2581], banja [252], banwa [136], banza [193], bunda [469], baada [326], kanda [2313], bandu [434], ganda [1507], bandi [1719], bando [174], banba [75], bande [532], wanda [912], binda [340], banga [1016], banka [309], banta [576]
painted [3623]	painter [599]
bengali [3617]	bangali [64]
rises [3616]	rides [497], risen [1364]
fossilized [3610]	fossilised [1062]
kera [3610]	fera [626], keba [526], mera [2188], gera [1747], rera [640], kepa [618], keha [810], kyra [78], kira [2584], keda [723], kega [176], aera [491], jera [648], kora [2736], bera [2431], keya [584], kema [1283], keza [105], keru [485], keta [1607], tera [2793], keka [1421], kero [2924], keri [1140]
kó [3610]	gó [2499], ió [77], aó [655], vó [54], có [765], xó [278], eó [84], zó [310], pó [1011], ró [1729], tó [3278], ló [2053], nó [1640], fó [508], hó [1666], jó [498], wó [2866], bó [1358], yó [2393], dó [2354], qó [78], só [2149], mó [1199], oó [721]
rlf [3610]	rlr [571], rls [954], rlz [65]
abun [3603]	abui [1817]
laj [3603]	saj [1870], haj [2201], waj [3396], iaj [406], loj [754], lej [711], lij [1983], aaj [1411], faj [453], caj [1021], xaj [415], uaj [271], jaj [1204], daj [1482], luj [651], baj [2395], laq [1508], qaj [876]
bounded [3598]	founded [3074]
stars [3588]	scars [384]
arawak [3585]	arawan [151]
suri [3579]	vuri [143], suro [551]
thisâ [3579]	thinâ [496], thusâ [1177]
infixed [3574]	infixes [3075]
salish [3574]	samish [170]
mann [3574]	kann [2503], tann [418], mans [1141], mant [1101], monn [78], rann [238], wann [763], dann [1206], menn [631], mand [1830], yann [331]
oav [3572]	oiv [123], yav [3407], ovv [178], ouv [207], olv [192]
glottalization [3569]	glottalisation [366]
5Â [3559]	OÂ [855], WÂ [971], BÂ [976], 5U [211], 5T [683], 5W [97], YÂ [1092], DÂ [833], 5P [126], 5S [566], 5R [116], 5E [437], FÂ [519], AÂ [2425], 5I [529], 5H [269], 5K [91], 5J [769], HÂ [1440], 5A [776], 5Q [139], 5X [91], LÂ [1375], NÂ [1221], PÂ [2075], TÂ [1746], VÂ [1559], 5V [128], XÂ [895], CÂ [1920], ZÂ [333], EÂ [798], GÂ [684], KÂ [1136], 5L [314], MÂ [1609], 5O [90], QÂ [1116], SÂ [3152], UÂ [1493]
substrate [3554]	substrata [496]
snakes [3553]	snares [338]
qay [3553]	qat [2892], qaw [545], qav [144], qaq [874], qap [796], qas [978], xay [791], qar [1950], qam [2487], qoy [389], qax [263], qad [909], qaa [2048], qac [535], qey [429], qai [2537], qah [226], qak [358], qaj [876]
conceived [3551]	conceives [168]
hast [3549]	hasl [54], sast [266], havt [129], xast [93], tast [306], zast [85], habt [160], wast [732], hatt [602], hasd [52], haft [811], haet [113], hest [447], jast [138], hass [362]
theâ [3549]	thei [2249], thrâ [107], thea [645], thiâ [531], thes [2649], thtâ [500], thoâ [250]
whence [3548]	thence [1576]
INTER [3546]	ANTER [85], INFER [818], INTRR [56], INTEN [409]
3â [3545]	3x [383], 3r [2445], 3q [388], 3w [1274], 3v [283], zâ [2221], 3t [2210], 3k [868], 3j [1003], 3h [955], 3l [2160], 3g [970], 3e [2431]
smart [3537]	smalt [70], smatt [168]
tran [3534]	trad [1258], trac [169]
della [3530]	delle [1445], nella [841], dilla [241], dalla [531], dello [185]
posed [3530]	poses [1278]
ject [3529]	pect [641], jcct [107], lect [1470], nect [93], iect [287], rect [862]
NEW [3528]	SEW [121], NEO [711], NET [239], NEE [70], NES [208]
flies [3528]	flees [320]
ffi [3527]	ffw [77], ffu [296], fft [655], ffs [145], ffr [342], ffo [277], ffn [155], ffm [122], ffl [1412], ffj [198], ffh [121], fff [330], ffd [91], ffc [214], fli [1729], fvi [91], fti [1164], tfi [2302], lfi [985], jfi [673], sfi [595], fci [566], fji [404], wfi [419], fhi [316], hfi [612], qfi [181], rfi [1071], ifi [3376]
timeâ [3523]	timet [140], limeâ [98], timer [155]
norman [3523]	gorman [134]
equi [3519]	egui [76]
released [3518]	releases [462]
captured [3518]	captures [1228]
wrapped [3516]	wrapper [573], trapped [919]
ptl [3514]	pto [612], ptn [394], ptj [318], ptf [259], htl [627], vtl [638], pfl [358], ptz [65], prl [997], ptv [177], ptu [579], ptr [662], ptp [182]
cvc [3514]	rvc [75], cpc [111], cfc [294], svc [252], uvc [133], tvc [172], crc [409], cjc [147], coc [866], mvc [57], cuc [492], cwc [108], cec [556], cgc [54], cyc [239], evc [172], nvc [100], vvc [167], cic [1362], cvx [137], cvy [391], cvv [711], cvw [154], cvt [183], cvu [89], cvr [244], cvs [483], cvp [97], cvq [73], cvn [480], cvo [103], cvl [307], cvm [256], cvj [164], cvk [107], cvh [219], cvi [305], cac [2152], cvg [74], cvd [67], cve [191], ccc [576]
THEN [3511]	THEM [942], WHEN [2251], THIN [140], THEY [2465], THAN [277]
torch [3508]	porch [1059]
amma [3507]	ammu [361], amca [93], auma [140], imma [1473], aama [971], amia [267], amra [590], amsa [229], amea [277], asma [450], amme [304], ammd [123], ammi [508], amaa [715], amba [3448], ammo [603], amta [542]
follo [3507]	rollo [109], folio [670], tollo [141], follm [222], follc [94]
legal [3500]	regal [123]
nenets [3493]	nenels [87]
sue [3492]	aue [584], gue [2009], suo [2011], sae [2771], rue [2053], soe [2170], kue [2414]
aber [3490]	uber [744], ober [580]
jepm [3488]	jepe [165], pepm [132], jeem [124], nepm [51]
n4 [3486]	r4 [1013], g4 [573], f4 [591], q4 [121], j4 [566], u4 [1170], t4 [1998], i4 [1814], h4 [603], s4 [816], b4 [922], m4 [857], v4 [782], a4 [2332], k4 [1416], z4 [687], d4 [997], o4 [1169], y4 [498], x4 [290], c4 [474]
themâ [3484]	themt [110], theeâ [386], themx [58], theyâ [3081], theml [163], themj [191], themi [207]
900 [3483]	l00 [90]
focussed [3480]	focusses [519]
T3 [3480]	Q3 [797], F3 [1757], G3 [970], J3 [1990], TY [893], H3 [1133], I3 [1524], TU [2456], U3 [677], TQ [490], K3 [779], V3 [1363], TJ [2654], L3 [973], TF [902], X3 [1008], Y3 [281], N3 [1764], O3 [356], D3 [1058], Z3 [322]
komo [3478]	kodo [1012], koio [146], komu [723], kopo [488], yomo [456], kogo [476], lomo [689], koma [3170], kemo [346], koyo [1143], kome [874], tomo [1996], kumo [478], kolo [3143]
speared [3478]	smeared [741]
melt [3477]	pelt [820], malt [931]
wird [3476]	wirt [197], werd [547], wurd [173]
cruz [3475]	crus [93]
kefa [3471]	kofa [394], kewa [1770], kafa [1053]
TN [3470]	XN [259], TX [1015], LN [2698], BN [1116], MN [2290], GN [3178], QN [623]
sewing [3469]	sowing [1487], hewing [128], sawing [428]
scoop [3468]	stoop [1152]
heel [3468]	keel [1005]
occu [3465]	occw [139], occm [97], occa [476]
lele [3463]	kele [2482], nele [712], zele [130], lelo [589], lela [1482], sele [1177], wele [1259], lege [981], bele [2590], lole [552], yele [946], tele [2152], gele [1642], pele [2123], leke [633], mele [3100]
contr [3457]	conte [656], conta [641]
tete [3457]	tefe [336], cete [220], mete [2997], lete [878], rete [1056], tate [1617], gete [413], tene [2752], fete [695], tele [2152], tewe [706], teve [339], teke [1373], jete [219], bete [1195], sete [697], teie [308], kete [2017], tetu [359], teti [661], tehe [750], teme [1073], teto [225], teta [1041]
ansg [3456]	insg [337]
laterals [3455]	laterale [59]
shan [3453]	soan [292], shau [278], shen [1376], phan [1416], zhan [204], shah [1174], shai [358], shao [215], sham [937]
BECOME [3445]	BECAME [54]
matt [3443]	matl [216], mitt [1045]
bitten [3442]	kitten [632]
EGO [3442]	EMO [162], EDO [223], SGO [291]
dada [3441]	daia [321], dawa [2236], lada [741], tada [1593], daga [2609], rada [709], hada [1782], kada [3353], fada [512], dama [2481], zada [137], daja [152], dala [2874], daha [1687], yada [794], doda [394], ddda [80], dava [665], deda [625], dado [405], dadi [2278], dafa [389], dade [481], daba [1995], gada [2301], duda [415], bada [2913], dadu [559], daya [1614]
elative [3441]	blative [57]
blowing [3435]	glowing [652], flowing [2309]
nez [3435]	zez [141]
berta [3434]	borta [199], berti [341], betta [396]
perso [3433]	persp [72]
infrequently [3432]	unfrequently [146]
officer [3431]	offices [907]
tapi [3431]	tapa [2711], tadi [1459], kapi [2263], sapi [882]
othe [3428]	otht [91], othc [124], nthe [434]
garra [3427]	rarra [111], garri [491], yarra [835], barra [2162], gurra [341], garna [234], larra [88], garda [839], garre [86], marra [2036], karra [1634], garla [272], parra [444], garru [208], warra [1738]
mats [3427]	bats [1391], hats [1691], rats [2208]
dakota [3427]	lakota [1174], nakota [191]
characterization [3425]	characterisation [1139]
toko [3423]	roko [1031], tono [1672], zoko [52], loko [2781], tofo [171], tobo [722], tuko [394], noko [3015], poko [2145], toro [3091], ioko [294], soko [2362], woko [452], toho [1795], tolo [1627], boko [1436], tako [1862], hoko [1249], toke [1221], doko [2325], topo [1248], moko [1848], tiko [915], yoko [912], towo [363], toku [1592], teko [636], toka [2076], tomo [1996], toki [2004]
treeâ [3422]	treee [55], treet [100]
brazil [3422]	brasil [485]
arra [3421]	arro [435], arda [744], urra [186], irra [653], arri [1414]
kava [3421]	mava [480], lava [2793], kavi [416], kavu [360], vava [1109], kaua [774], kuva [339], kaia [890], sava [1298]
9Â [3419]	WÂ [971], BÂ [976], YÂ [1092], DÂ [833], FÂ [519], HÂ [1440], 9I [400], 9H [287], 9K [81], 9J [435], LÂ [1375], 9L [178], 9A [408], NÂ [1221], 9E [839], 9G [302], PÂ [2075], 9X [130], RÂ [921], 9Q [164], 9P [159], 9R [62], TÂ [1746], 9T [175], 9W [150], 9V [168], VÂ [1559], AÂ [2425], XÂ [895], CÂ [1920], ZÂ [333], EÂ [798], GÂ [684], 9M [124], KÂ [1136], MÂ [1609], 9U [275], OÂ [855], QÂ [1116], SÂ [3152], UÂ [1493]
cliticized [3415]	cliticizes [712], cliticised [1301]
moras [3413]	morae [2400]
taki [3413]	daki [1541], vaki [197], haki [923], teki [1659], naki [1849], faki [145], tafi [1565], tari [3391], saki [1883], maki [3045], tavi [735], yaki [1055], tako [1862], paki [1620], raki [967], jaki [437], taci [545], waki [1249], tagi [2932], tasi [2376], tawi [1575], tiki [2132], toki [2004], taqi [525]
baru [3411]	beru [446], bagu [636], baju [1311], boru [440], baku [2068], biru [641], daru [955], batu [2806], balu [2279], baro [1645]
NAME [3409]	GAME [81], CAME [166], SAME [1348]
congress [3408]	congreso [301]
rooster [3405]	roaster [54]
keo [3403]	keu [1168], kao [2993]
reads [3400]	reaps [58]
fee [3399]	fef [414], fea [2022], uee [418], fel [1871], fne [297], fje [331], fen [3148], fet [980], feu [1722], fes [833], ffe [831], oee [381]
PTC [3397]	PFC [205], PTL [406], PRC [1552], PLC [539], PTV [131], PNC [940], PTP [1335]
1DU [3394]	1DO [55], 1DL [1273], IDU [482], FDU [130], MDU [92]
clarify [3390]	clarity [2552]
nubi [3390]	mubi [454], bubi [336]
slice [3390]	spice [900]
2Â [3386]	WÂ [971], BÂ [976], YÂ [1092], DÂ [833], FÂ [519], AÂ [2425], HÂ [1440], LÂ [1375], NÂ [1221], PÂ [2075], RÂ [921], TÂ [1746], 2T [260], VÂ [1559], 2W [146], XÂ [895], CÂ [1920], 2X [119], 2Z [128], EÂ [798], ZÂ [333], 2L [504], 2I [700], 2J [1383], KÂ [1136], MÂ [1609], OÂ [855], QÂ [1116], SÂ [3152], UÂ [1493], GÂ [684]
kato [3386]	kano [2987], kaco [150], keto [622], kats [439], qato [121], kaso [613], kuto [576], yato [306], hato [565], kapo [1094], kate [2955]
woke [3382]	wove [831], wore [2907]
wings [3379]	rings [1594]
interj [3377]	interr [3002]
picking [3376]	kicking [1227], packing [627], pecking [375], licking [574]
slide [3375]	slime [495]
claw [3369]	clam [1763], craw [296], clap [2051]
INTENS [3366]	INTRNS [207], INTENT [1120]
xes [3360]	xed [1437], xps [285], xcs [80]
withâ [3359]	wishâ [250], withy [96]
bisa [3354]	biga [688], bima [969], bila [3049], bise [334], besa [608], sisa [1110], bisi [1511], biso [392], basa [2945], bika [1078], busa [834], bida [900]
usi [3350]	uei [595], uii [1443], uai [1989], uci [1265], uxi [219], uqi [214], usb [81], usl [366], usk [332], uki [1181], dsi [572], uoi [388], usy [140], ufi [972], qsi [209], jsi [439], uwi [1615], ssi [2138], uyi [946], osi [2995], ysi [320], upi [1704], uji [1078], uui [514], zsi [64]
titi [3350]	tuti [588], piti [2178], fiti [480], tita [1953], tigi [1620], biti [1609], tihi [391], tisi [737], tito [965], teti [661], tiki [2132], aiti [514], liti [567], tivi [398], tili [1324], timi [1359], tiri [2085], tini [2730]
placeâ [3348]	plateâ [267], placcâ [67], peaceâ [161], planeâ [93]
dè [3347]	xè [93], cè [170], zè [72], eè [71], vè [268], aè [257], iè [127], gè [2206], nè [1908], lè [1929], tè [2127], pè [1292], rè [1162], yè [2098], bè [2602], wè [819], hè [571], jè [358], fè [192], oè [87], kè [1049], mè [1765], sè [1727]
germany [3347]	germans [862]
gia [3345]	uia [853], giu [727], gie [1513], eia [1698], gea [805], gio [1431]
yale [3345]	yawe [447], yele [946], yade [299]
tarn [3343]	tark [162], tarj [321], tasn [94], tann [418], tahn [122], tajn [50], tart [826]
PAN [3341]	PTN [122], NAN [434], PPN [2757], PEN [1377], PAC [621], PAD [194], UAN [1483], BAN [350]
inj [3341]	onj [634], rnj [469], itj [1320], iny [2768], ynj [78], imj [300], inp [738], anj [1598], dnj [238], inl [2330], inm [758], inh [1232], idj [640], lnj [353], jnj [504], ikj [372], cnj [2565], unj [459]
goodâ [3339]	foodâ [1697], goodt [65]
upa [3337]	uya [2189], ppa [1096], tpa [702], uha [753], upi [1704], rpa [643], ypa [433], upo [702], opa [2552], uca [1108], uva [2068], epa [2137]
pina [3337]	piga [2357], pini [1120], pino [473], pika [1296], pija [318], pira [1636], piwa [174], piya [2167], pyna [66], piaa [136], pinu [248], qina [283]
