Word	OCR variants
spa [2406]	spi [1425], cpa [437], spfx [66], spu [526], gpa [200]
famine [2405]	famines [78]
sch [2405]	doch [1510], loch [654]
jara [2405]	ijara [153], jard [259], jada [893], jaka [1363]
synonym [2404]	synonymy [608]
nmlz [2403]	nmls [265], nmlzr [172]
3AN [2403]	3ACT [567]
yz [2402]	yzh [382], bz [1090], jz [1068], aaz [902]
termite [2401]	termites [815]
k1 [2400]	kwf [232], h1 [1906], kwl [663], kdb [123], ktr [297], ni1 [741], kfi [783], ksp [231], ksl [288], g1 [1577], kw1 [106], kgn [168], knl [287], kll [1920], klm [374], klj [199], ktl [630], ktm [354], kq [1638], kth [171], ktj [190], kpn [190], ts1 [372]
NZR [2398]	NMZR [1392]
creature [2398]	creatures [2107]
jig [2394]	wig [788], jag [2017], jog [1374]
apabhramsa [2394]	apabhrarnsa [103]
ISO [2394]	ISC [409], ISS [242], JSO [150]
onc [2393]	rnc [430], ouc [291], onn [991], tnc [488], onr [552]
ghar [2393]	gher [490], ghare [360], ghsr [66], ghara [519], ghor [796]
ß [2391]	sz [2291], rz [1866], zb [1053], zz [2001], zw [1040], zq [454]
hna [2391]	hya [1863], hsa [682], hza [83], hta [2380], hni [1387], hno [644], jna [926], hca [470], hnu [794], hka [2101], hra [1282], hma [2175]
dent [2389]	ndent [301], ient [346], ement [653], dents [315]
tlu [2387]	tls [631], tlrc [162], tltc [352], tlw [1825], tlr [937], tlre [469], tlc [637], tlir [236], tlrr [90], tlae [336], tllc [415], tlf [656], tlj [531], tllo [206], tlll [545], tln [947], tlm [1016], tlt [1632]
interlocutor [2386]	interlocutors [1964]
L1 [2385]	H1 [1001], M1 [1446], LY [764]
increment [2385]	increments [572]
añ [2383]	juñ [145], iñ [483], uñ [237], weñ [211], loñ [171], jiñ [784], eñ [468], oñ [900]
mwana [2383]	nwana [183], omwana [395], muana [258]
drift [2379]	drifts [218]
behold [2378]	beheld [123]
14a [2378]	14d [363], 14b [1803], 14c [676]
riki [2378]	riku [779], roki [553], rika [1323]
yag [2378]	yig [607], chag [189], yagi [581], yarj [200], yaij [390], yabi [594], gag [2019], jag [2017], yaqu [140]
thia [2377]	thiss [729], thio [747], thla [1093], thib [227], tbia [258], thie [1075]
metaphor [2377]	metaphors [1039]
kone [2377]	koni [2025], kote [1675], konyi [247], kole [1886], mone [1171]
nuh [2376]	khuh [103], oruh [91], kuh [2354], okuh [670], atuh [132], muh [1517], cuh [767]
ttu [2376]	ootu [124], tiju [92], ttii [258], iitu [135]
symbolized [2376]	symbolised [555]
surma [2376]	surmic [1871]
bail [2375]	bawl [362], pail [1268]
cpd [2372]	cpds [310], cpt [395]
reaction [2371]	reactions [701], rejection [1023]
guttural [2369]	gutturals [695], gutteral [64]
emphasizing [2369]	emphasising [669]
fula [2368]	fuuta [181], dyula [345], jula [688]
ASSC [2367]	ASOC [68]
prophet [2366]	prophets [609], prophecy [449]
ays [2365]	ases [440], ars [1959], vays [111], ates [1068]
tbc [2362]	tlrc [162], tltc [352], tbs [1249], tbr [693], tbt [720], lbc [244], tllc [415], tlac [153], tbo [1807], tba [2019], tbia [258]
panjabi [2362]	punjabi [1292]
pose [2361]	poses [1278]
chili [2360]	chilli [867], chiles [66], chile [1232]
painting [2360]	paintings [402]
ixa [2359]	ixoa [261]
uur [2357]	uuk [588], uut [1345], uux [95], uus [1076]
piga [2357]	picha [239]
fractions [2357]	fractional [611]
hadn [2356]	hadst [418]
instituto [2356]	lnstituto [68]
soma [2355]	doma [1304], soba [708]
CPR [2355]	CPA [1981]
¾ï [2355]	neï [209], koï [410], piï [63], naï [1109], toï [106], iï [1727], baï [633]
muri [2353]	muli [1700], muti [916], turi [1719], muhi [268], mudi [671], muru [1634]
inti [2353]	intu [742], inta [2351], intom [139], intum [50], isti [867]
pluralized [2353]	pluralised [433]
T6 [2351]	B6 [1084], S6 [1359]
wenn [2350]	wann [763], denn [645]
snore [2349]	snort [360]
lexifier [2349]	lexifiers [110]
bih [2349]	lih [1851], buh [947], jih [1409], phih [111], chih [757], khih [74]
gò [2349]	fò [145], ndò [225], rò [960], jò [280], njò [161], lò [1026], bò [1872], mò [809], yò [918], dò [604], mbò [575]
tiy [2349]	riy [940], tiyi [384], siy [1606], iiy [1107], giy [637], miy [2216], niy [2313], amiy [217], atiy [129], jiy [1434], viy [306], tiiy [155]
banks [2348]	flanks [102]
BI [2348]	KOI [113], HAI [100], SAI [89], BAR [368], ITI [447], IMI [403], BO [1994], NGI [186], GYI [90], ATI [428], QUI [184], KII [85], KWI [97], SSI [165], INI [674], BRI [79], MAI [289], EI [2261], ERI [70], BAH [64], GRI [133]
categorized [2346]	categorised [938]
twin [2345]	twins [2160]
signification [2345]	significations [255]
vir [2345]	voer [98], viri [965], vind [285]
explore [2343]	explores [745]
suku [2342]	saku [1181], suki [581], sukwa [157], huku [481]
kù [2341]	sù [623], tù [692], rù [533], gù [1207], ndù [287], nù [1214], zù [250], dù [1402], mù [1377], wù [746]
sine [2340]	sint [1002], sinr [81], sinii [78], hine [861], oine [149]
recorder [2338]	recorders [319]
naru [2337]	nare [1627], agaru [108]
GC [2335]	GW [569], GT [1277], GS [1970], EMC [475], GBA [118], GZ [283], GY [755], GUN [178], HC [2016], GK [1145], GH [1928]
naku [2334]	napu [674], waku [648], naki [1849], nuku [1942], namu [2175], noku [313]
LR [2334]	FCR [69], HR [1224], LFL [819], LHH [1305], LTA [202], LML [127], LLM [265], LLL [1406], LEX [1062], LAX [291]
t9 [2334]	y9 [346], d9 [562], txw [409], tgo [305], w9 [312], s9 [750], u9 [665], q9 [181], tsv [465], tst [1202], tdt [322], m9 [1077], at9 [85], i9 [1567], tfa [1238], g9 [370], c9 [891], a9 [1950], tft [1417], k9 [1079], tfr [607], yt9 [620], p9 [824], r9 [558], trf [484], n9 [1385]
ensure [2334]	insure [405]
a4 [2332]	ta4 [416], he4 [94], se4 [79], jo4 [56], p4 [829], si4 [154], ha4 [223], t4 [1998], pi4 [65], i4 [1814], to4 [213], b4 [922], la4 [285], ia4 [103], ne4 [167], o4 [1169], te4 [194], nu4 [76], ni4 [275]
DED [2332]	DEDR [336]
vk [2331]	xk [1581], vsv [59], vg [1649], vq [634], vsc [77], vw [2191], vx [1310], vz [855], vsn [162], vcc [457], vci [421], vcj [83], vto [273], vco [221], vcv [655], vtv [125], vrv [133], vna [756], iwk [112], vpy [141], vvr [106], vvl [78], vpi [221], vuv [242], vjc [89], vhc [159]
cation [2330]	ication [661], zation [837], tation [886], cations [354], ization [1148]
inl [2330]	nnl [610], iul [751], rnl [616], anl [1837], ijl [1402], inp [738], enl [837], iml [1197], lnl [825], idl [1373], tnl [613], igl [649], unl [1012], ikl [1129]
sera [2330]	fera [626], cera [565], sesta [163], seras [64], sere [1702], lera [416], seja [161]
bog [2329]	boq [530], koog [85], boll [683], biig [117], brg [114], boj [630], borj [105], boij [151], bood [162], bagg [60]
foris [2328]	faris [118]
pane [2328]	panja [338], pade [548], panni [234]
affixal [2328]	affixial [108]
chik [2327]	chir [432], chak [1500], chok [963], chuk [749], chit [1240], chii [1146], chek [418]
SET [2325]	SEMI [399]
doko [2325]	roko [1031]
pfu [2324]	pfp [133], pfs [2278]
khon [2324]	khun [2102], khoh [279], khuon [58], khran [69], khen [709], khyyn [66], khoo [326]
apostrophe [2322]	apostrophes [131]
ule [2321]	lile [558], mle [1343], upe [745], ulul [358], uge [656], jle [785], pele [2123]
karna [2320]	karne [392], karya [328], karja [228], karni [473], karana [336]
WC [2319]	WAN [345], XC [328], MIC [176], WL [1046], MAC [144], ZC [211], WU [1571], WON [146], HC [2016], WY [469]
9th [2318]	llth [164], enth [107], loth [532], jth [277], vth [148], xth [192]
QU [2316]	QI [1252], QM [1976], OU [2270], QUE [462], QT [1846]
sorcery [2315]	sorcerer [1845]
pela [2315]	pepa [1018], sela [1086], pelo [822], peli [594], mela [1388], fela [725]
woi [2314]	woti [188], woki [109], wuji [387], woyo [155]
0Â [2314]	KÂ [1136], VÂ [1559], LÂ [1375], WÂ [971], XÂ [895], CÂ [1920], YÂ [1092], DÂ [833], OÂ [855], EÂ [798], PÂ [2075], 0J [396], IIÂ [248], HÂ [1440], TTÂ [137], JJÂ [56], TÂ [1746], IOÂ [97], UÂ [1493]
HU [2314]	GHU [135], SHU [148], HQ [903], HV [1585], HW [1720], DDU [53], HJ [1845], HQL [82], HO [2063], HVW [66]
dalam [2314]	ddlam [157]
UF [2313]	BF [1555]
enclosure [2313]	inclosure [95], enclosures [137]
kidney [2311]	kidneys [458]
sema [2310]	semo [342], rema [876]
flowing [2309]	flooding [450]
xø [2309]	qø [450], oeø [193], kø [2286], sqø [102]
tagmemic [2308]	tagmemics [494]
jos [2308]	joz [179], jis [2028]
dreaming [2307]	dreamings [121]
wada [2307]	wadi [1944], gada [2301], watya [110]
stu [2306]	sdu [238], titu [578], stl [1074], stou [103], sts [1481], stt [1033], slu [548], stx [204]
translatable [2303]	translateable [54]
suffi [2303]	suffl [93], sufli [63], sufflx [556], suffis [198]
aztecan [2303]	aztekan [70]
ample [2302]	amples [970]
tura [2302]	tuta [1096], tuga [532], tusa [683], turi [1719]
nash [2302]	nush [155]
deri [2301]	dcri [109], derin [67], derl [136], deriv [1370], derh [96]
fac [2301]	exac [95]
CW [2299]	CVG [206], CVL [158], RW [396], CWC [261]
stew [2299]	steak [213]
BP [2299]	ZP [630], IIP [510], SNP [273]
zya [2298]	rya [1513], onya [925], zyu [179], jya [1170]
giv6n [2298]	givdn [193], givan [120]
monk [2298]	monks [1053]
snare [2295]	snares [338]
WM [2294]	WG [566], WF [803], WB [1409], WN [756], WI [2013], WMM [110], WMB [68], GM [1120], WZ [165], WY [469], WAJ [251]
mila [2293]	yila [1280], wila [1360]
M3 [2292]	F3 [1757], G3 [970], MJ [1477], K3 [779], MW [1378], MFZ [102]
nain [2292]	inain [210]
tanu [2292]	taru [1623]
kaha [2291]	kahu [545], jaha [824], kahai [116], kahi [1219], kahe [1017]
demoted [2291]	demotes [191]
tiro [2291]	tero [1078], vairo [655]
makan [2290]	makang [398], makatn [78]
nearer [2290]	dearer [172]
friction [2289]	frication [610]
oga [2289]	ogu [1503], oaga [107], ohaa [163], loga [404], oge [1325], ega [2136], toga [1149]
postp [2287]	postpo [280]
ley [2285]	pey [1646], yey [2022], lway [88], lew [1415], leny [64], loy [1801]
HERE [2283]	THERE [2125], WHERE [712]
chr [2283]	rhr [212]
eso [2281]	esto [1083], ello [408]
ugric [2279]	ugrian [219]
t0 [2278]	tfl [1185], p0 [614], c0 [402], r0 [614], i0 [1042], s0 [658], tpt [236], b0 [1198], x0 [291], trr [1009], e0 [300], o0 [623]
DISCOURSE [2278]	DISCOURSES [135]
fiesta [2277]	fiestas [227]
alveo [2276]	alveol [89]
mpl [2275]	fpl [1343]
kopa [2273]	kopet [108], kopit [108]
fund [2272]	funds [802]
prã [2272]	frã [163], trã [417], grã [445], aprã [125]
oda [2271]	unda [1416], odi [2125], odha [92], odan [227]
navajo [2268]	navaho [895]
yaya [2268]	yasa [1104], yaye [727], yawa [1930]
hima [2268]	himma [226], himni [215], hiwa [469], hita [1386], hica [179], kima [1629]
usâ [2266]	hisâ [671], usp [330]
cockatoo [2264]	cockatoos [134]
iman [2264]	imam [1441], isan [1237], haman [398], itan [977]
narrated [2262]	narrates [295]
ros [2260]	roje [58], fos [594], roda [235], rott [109], rins [85], flos [76]
suï [2259]	sufx [176], sufï [492]
imminent [2255]	imminence [289]
bachelor [2253]	bachelors [285]
ceased [2253]	ceases [652]
haben [2253]	hatten [179]
adn [2252]	adir [191], adjq [52], aadn [65], idn [734], odn [216], adjc [207], vdn [320]
noho [2251]	nofo [657]
miti [2251]	mityi [78], muti [916], imiti [94], emiti [326]
thei [2249]	thetr [112], thelr [227], theit [109]
SKN [2247]	SKB [241]
dì [2247]	yì [993], lgì [120], bì [2063], wì [374], kì [1587], jì [732], sì [2190], gì [1542], ndì [432]
qau [2246]	qaqa [562], qanu [298], qalu [214]
ipe [2245]	iwe [1776], nipe [622], upe [745], ipo [1035], ahpe [114], nepe [432], iqe [207], repe [624]
yeh [2244]	beh [2157], yej [393], iyeh [129], eleh [62], yuh [883], yiuh [150]
nsg [2243]	fsg [1246]
ssa [2243]	ssaq [93], assa [994], sqa [1477], sima [1993], xsa [339], ssi [2138], suqa [255], ssli [64], irsa [72]
embed [2243]	embeds [461]
wia [2242]	kwia [182], wota [501], yia [1624], wiam [70]
interrog [2242]	interroga [543]
hir [2240]	hiar [152], hiij [158], hiz [469], blir [80], hine [861], hiir [410], itir [235]
ibo [2239]	aabo [158]
photographs [2239]	photographic [531]
guts [2238]	gums [942]
simi [2238]	cimi [242], simil [475], limi [878], sisi [1969], sipi [580]
tome [2238]	nome [909]
ofi [2237]	oshi [397], okii [179]
flu [2237]	ftu [481], vlu [205], fiu [1527]
diacritic [2236]	diacritics [2055]
kamba [2236]	bamba [815], yamba [1215], wamba [1420]
tuan [2236]	tuang [166]
akwa [2235]	akaka [127], yukwa [83], okwa [537], akwe [960], hkwa [190], ikwa [551], amwa [233], ekwa [776], aawa [544], yakwa [358]
transitivizer [2235]	transitiviser [597]
himalayan [2233]	himalayas [753]
UU [2230]	UY [232], UII [259], WU [1571], UE [342], CU [2073], UB [1055]
chopping [2230]	chipping [165]
cnt [2229]	tnt [1106], lnt [1413], comt [337], pnt [651], cnd [727], clt [1495]
paste [2229]	pastry [332]
ihr [2225]	ihre [1238], dihr [261], ihn [1234], ihm [981]
ater [2225]	wnter [86], uater [125]
nyan [2225]	nyang [1743], nvan [98], nyak [398]
notebook [2223]	notebooks [804]
BU [2223]	BUB [85], CU [2073]
subst [2221]	substa [208]
literate [2221]	literates [433]
zâ [2221]	ipâ [365], zm [1331], kwâ [888], njâ [280], nsâ [314], mbâ [651], scâ [317], uiâ [297], lyâ [290], jlâ [537], odâ [217], osâ [308], zv [634], ykâ [59], izâ [90], jiâ [1212], gbâ [807], bdâ [149], lkâ [210], shâ [634], jjâ [262], uoâ [179], rgâ [66], ziâ [209], xtâ [169], nrâ [345], lwâ [195], srâ [287], irâ [853], igâ [232], juâ [617], syâ [185], rwâ [131], tjâ [525], mpâ [206], iwâ [261], ljâ [246], phâ [480], skâ [164], zoâ [163], tyâ [316], tfâ [504], nyâ [955], ggâ [130], feâ [505], dyâ [170], kkâ [89], kjâ [94], dzâ [154], ilâ [1212], stâ [826], gwâ [268], zll [217], glâ [202], emâ [431], ndâ [1588], ltâ [1271], kpâ [1209], ylâ [188], ujâ [136], rdâ [138], krâ [192], giâ [796], drâ [214], azâ [79], mrâ [184]
tomb [2220]	tombs [524]
pluralizer [2218]	pluraliser [530], pluralizers [351]
scar [2217]	scars [384], scab [763], scalp [653], scaly [285]
rro [2217]	rlo [556], rno [1549], rrin [396], rrg [234], rrf [413], rrd [333], rrb [301], arro [435], wro [258], rrw [301]
pearl [2215]	pearls [607]
endpoint [2215]	endpoints [380]
SRC [2214]	SOC [1183], SAOC [767]
teen [2214]	leen [422], neen [796], jeen [240], twen [197]
cli [2213]	cti [1618], clr [482], clc [805]
marque [2213]	marquee [130]
bond [2212]	bonds [537]
unergative [2211]	unergatives [617]
tma [2210]	tfa [1238], tka [1986]
3t [2210]	jlt [487], grt [355], 3fu [109], qft [179], ogt [180], jjt [418], 3ti [147], jft [673], 3k [868], 3j [1003], tpt [236], jht [155], jtt [498], tft [1417], cft [489], fjt [241], tjt [442]
tú [2210]	sú [1058], thú [80], cú [159], pú [1194], shú [148], rú [1073], phú [72], yú [1006], amú [166], wú [692], mú [1366]
nora [2209]	vora [288], naora [109]
15a [2209]	15c [603], 15b [1686]
rats [2208]	bats [1391]
overlay [2208]	overlays [549], overlaid [725]
diu [2208]	dill [1017], dihr [261]
lisu [2207]	bisu [1674]
maid [2205]	maids [236]
aqi [2205]	qaqi [268], aqu [1251]
RG [2201]	RJT [66], SIG [103], COG [206], FG [587], SSG [121], PEG [82]
chm [2201]	chet [658], cbm [86], cheg [95], chut [644], khm [615], pchm [1322]
ork [2200]	orry [65], uork [200], vork [499], orld [536], orks [171]
charm [2200]	charms [605]
yad [2200]	amad [633], avad [106], omad [370], yadl [77]
photograph [2200]	phonograph [239]
headman [2199]	headmen [253]
ikan [2199]	ikang [292]
classroom [2198]	classrooms [158]
wha [2197]	whar [125], whut [117], whot [162], whnt [287], whel [106], whal [679], woa [615], whai [238]
pushing [2197]	brushing [351]
faster [2196]	fatter [624], fastest [324]
celebrate [2196]	celebrated [1429]
axa [2195]	laxa [296], sxa [542], axoc [86], caxa [254], axu [577], axx [173], axay [332], txa [1371], oxa [294], axaa [76], lxa [344], pxa [287], apsa [132], axo [381]
profession [2195]	professions [772]
gí [2195]	ndí [637], zí [557], yí [1366], fí [678], jí [1474]
vbi [2194]	igbi [78], vbf [274], gbi [1352]
pueblo [2192]	pueblos [589], puebla [465]
reduplicate [2189]	reduplicates [885]
J0 [2189]	JZ [407], H0 [256], K0 [264], B0 [316], M0 [465], L0 [414], JOJ [168], O0 [253]
sterns [2186]	sterna [328], steins [1005]
hein [2186]	heini [72]
flock [2185]	flocks [519]
sob [2183]	soba [708]
managed [2182]	manages [363]
rka [2182]	rku [543], rika [1323], shka [1154], runa [1130], rura [556], rqa [678], rca [628]
brick [2181]	bricks [1115]
qen [2179]	xen [930], qer [443], qel [317]
prd [2179]	prfc [59], prq [255], prp [2025], crd [343], prr [558], proj [416]
3MIN [2175]	3MJN [125], IMIN [87]
CG [2173]	GG [663], LFG [1574], CCC [1128], CU [2073], FG [587]
tube [2173]	tubes [184]
bump [2172]	thump [493]
wasi [2172]	waki [1249], wawki [142], washa [189]
v1 [2172]	vcc [457], vll [1469], vfi [294], vq [634], vvv [220], vcj [83], vsv [59], vbl [1950], vvc [167], cv1 [91], vsc [77], vcv [655], vci [421], vx [1310], vpl [291], vz [855], vco [221], vpi [221], vrv [133]
theft [2170]	thefts [77]
professional [2169]	professionals [293]
togo [2169]	kogo [476]
DX [2168]	DPT [87], PX [1233], DRV [491], DEI [1094], NEX [412], DNR [937], PFX [796], DSC [2032]
xwe [2168]	ukwe [417], xwuy [103], xway [104], xle [396], swe [1275], urwe [238], xwi [490]
piya [2167]	paya [1927], piwa [174], ptya [187], liya [1390], tiya [2067]
VEN [2166]	EPEN [856]
meta [2165]	meda [819]
jas [2165]	jagx [360], jis [2028]
wò [2164]	ndò [225], jò [280], njò [161], lò [1026], bò [1872], nò [1711], yò [918], dò [604], mbò [575]
nomi [2163]	nomin [1746]
barra [2162]	yarra [835], marra [2036], barran [121], barda [880], barri [1692], warra [1738]
revision [2161]	revisions [640]
score [2161]	scores [1635]
3l [2160]	tfl [1185], cfl [859], vfl [301], gll [850], trl [1010], jtl [553], lfl [1305], jfl [576], 3v [283], 3j [1003], ifl [1669], lvl [240], ojl [291], ftl [1003], crl [512]
engage [2160]	engages [203]
llh [2159]	llg [497], ilh [1399], llul [92], lllh [345], hlh [785], llhl [107], llla [459], lhh [378], llhh [262]
arg [2159]	arx [228], ared [223], urg [241], argu [514], trg [332]
dugong [2158]	dugongs [53]
16a [2157]	16b [1717], 16c [708]
seri [2155]	seria [343]
movie [2155]	movies [1149]
tuber [2154]	tubers [1157]
guo [2154]	shuo [605], huo [777], guor [66], zuo [1084], zhuo [74]
cameroon [2154]	cameroun [539], cameroons [77]
sko [2154]	sku [1435], swo [585], mko [754], sno [721], syo [835], nko [1766], skii [120], rko [254], pko [103], skha [83]
recognizable [2153]	recognisable [625]
FOUR [2151]	HOUR [92]
grove [2151]	groves [256]
deutsche [2151]	deutschen [2109], deutscher [438], deutsches [410]
gini [2151]	garni [383], ngini [857], gimi [660], ginyi [103], gina [1928], girri [276], dini [1587], gine [513], gidi [617]
moss [2151]	mossy [54]
hiri [2150]	huri [961], hiki [908]
só [2149]	pó [1011], fó [508], jó [498], ló [2053], bó [1358], xó [278], ndó [369], nó [1640], aló [99]
maba [2147]	maban [461]
dti [2147]	dtj [167], dndi [275], iiti [436], idti [797], dsi [572], wti [565], dtt [595]
hew [2145]	xew [202], clew [95]
ctc [2145]	ttc [787], otc [927], cto [933]
leftward [2144]	leftwards [425]
